Date,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
2008-04-07,8.53197956085205,8.764571039230603,8.447203336107458,8.649362408600348,14868200
2008-04-08,8.693922996520996,8.695010104965936,8.406987729394782,8.468939643223834,16449400
2008-04-09,8.699359893798828,8.798265227381599,8.610236051014148,8.647189455212702,21548800
2008-04-10,8.730878829956055,8.781962156413842,8.588497449373067,8.714575517160027,18390000
2008-04-11,8.537413597106934,8.68196751359558,8.512415077557911,8.651535110124286,14045000
2008-04-14,9.017815589904785,9.18410758269116,8.371123493354247,8.477637768637994,54268000
2008-04-15,9.12324047088623,9.204756198240908,8.884127173113326,8.977598606817693,37524800
2008-04-16,9.064549446105957,9.238449506262004,8.937385104856306,9.137369966730535,38564000
2008-04-17,9.24931812286377,9.24931812286377,8.967817529494342,8.983033732961829,31633400
2008-04-18,9.27105712890625,9.340617160460944,9.11998135763393,9.292794327809222,26927800
2008-04-22,9.368873596191406,9.503646857622178,9.319964493221434,9.401480217651942,24471200
2008-04-23,9.240622520446777,9.454737297723959,9.21127722335345,9.379743392165073,20332000
2008-04-24,9.042810440063477,9.268880908370265,8.977598028226735,9.227579907691851,36413200
2008-04-25,9.162368774414062,9.224320698687142,9.013466402744658,9.12976214933521,24114800
2008-04-28,9.258014678955078,9.33844331314889,9.162369839081924,9.255841290667037,18939200
2008-04-29,8.890646934509277,9.2514897707948,8.85151932811031,9.2514897707948,23372700
2008-04-30,9.173236846923828,9.390612123726664,8.803698710514833,8.988467364108894,37804900
2008-05-02,9.347135543823242,9.607986003913624,9.227579324804537,9.607986003913624,26861800
2008-05-05,9.531903266906738,9.564509882284614,9.305833663533178,9.390609868450847,22223000
2008-05-06,9.781888961791992,9.781888961791992,9.434088797061122,9.486258407160252,22658000
2008-05-07,9.749279975891113,9.912311419161671,9.649287556364829,9.803623790314633,25963200
2008-05-08,9.781888961791992,9.86883941758521,9.62972607876436,9.781888961791992,17742400
2008-05-09,9.927531242370605,9.927531242370605,9.64059586387966,9.727546330364659,16946800
2008-05-12,9.944918632507324,10.010131047859923,9.78623478443502,9.955787230195948,21896800
2008-05-13,9.944918632507324,10.010131047859923,9.78623478443502,9.951439625276329,21896800
2008-05-14,10.064476013183594,10.260114110771001,10.044912203424854,10.173163660905276,24019800
2008-05-15,10.24055004119873,10.242723429240808,10.016653757923251,10.107950981667106,23782100
2008-05-16,10.466619491577148,10.477488089138888,10.286197621013082,10.33184622830489,19397800
2008-05-19,10.868764877319336,10.888328687267348,10.468794296665147,10.497053317528042,31651000
2008-05-20,11.229605674743652,11.229605674743652,10.716599938687112,10.757901767965722,27107200
2008-05-21,11.414375305175781,11.668704807670165,11.292645682092743,11.429592337282028,34139600
2008-05-23,10.990493774414062,11.173089031470385,10.890500521601174,11.110050005162893,26399600
2008-05-26,11.210042953491211,11.270907765618757,11.031795292928363,11.088312500015245,8649700
2008-05-27,10.847023963928223,11.238299199647855,10.749204947693148,11.233951595679555,26598000
2008-05-28,11.083965301513672,11.086138689340686,10.629650957350288,10.697036759858667,22997900
2008-05-29,11.083965301513672,11.086138689340686,10.629650957350288,10.86876342092224,22997900
2008-05-30,10.651388168334961,11.079617713106444,10.651388168334961,11.079617713106444,23305700
2008-06-02,10.651388168334961,11.079617713106444,10.651388168334961,11.079617713106444,23305700
2008-06-03,10.823114395141602,10.927454420442128,10.499224892862642,10.629650546403909,19349900
2008-06-04,10.314458847045898,10.803553305058623,10.297068423846023,10.803553305058623,26709400
2008-06-05,9.842752456665039,10.227506803476489,9.753628624638944,10.216638205272504,39707100
2008-06-06,10.338369369506836,10.338369369506836,9.862316940877294,9.99274261592442,24299500
2008-06-09,10.320976257324219,10.455748673441382,10.155771440395508,10.434011481210486,12750600
2008-06-10,9.999261856079102,10.281849525298046,9.827535203450838,10.173161896427622,22280600
2008-06-11,9.868839263916016,10.123167974936337,9.868839263916016,9.999264116353977,22250700
2008-06-12,9.821014404296875,10.064474465574857,9.738411572548324,9.93404964005257,26280100
2008-06-13,9.977524757385254,10.075342960927204,9.88187911236353,9.97535054042341,22784000
2008-06-16,9.955788612365723,10.12968868718895,9.934051413970682,10.007959049423174,27577200
2008-06-17,10.053606986999512,10.129688005483036,9.957962159588666,10.075344183931687,20907200
2008-06-18,9.868839263916016,10.021001315353308,9.790584020764845,9.971005094278055,19485600
2008-06-19,9.542776107788086,9.87970766069001,9.499300881460522,9.871012449580302,26977700
2008-06-20,9.375393867492676,9.629722487628435,9.347134855515138,9.54277289348164,18979200
2008-06-23,9.540600776672363,9.651462632327176,9.377569318891302,9.412349330049095,13214900
